framework_key,framework_name,requirement_key,title,category,requirement_type,description,source_reference,measurement_key,evidence_types,verification_mode,verification_label,verification_guidance,canonical_control_key,canonical_control_name,mapping_status,mapping_type,mapping_confidence,mapping_basis,mapping_review_status,mapping_limitation,mapping_next_step,assessment_granularity,assessment_methods,scoring_model,required_artifacts,audit_boundary,authority_statement,assessment_method_reference,assessment_objective,applicability,pass_criteria,partial_criteria,fail_criteria,level_1,level_2,level_3,level_4
omb-m-26-14,OMB M-26-14,m26-14.collection-operations,Collection operations,operations,Measurement,Measure actionable alert coverage against the minimum baseline logging requirements and document detection tuning.,M-26-14 Appendix C: Collection Operations,baseline_alert_coverage,detection_inventory; alert_history; tuning_review,technical,Splunk tracking,"Use a detection coverage dashboard or saved search to show baseline objectives, tested alerts, owners, and tuning exceptions.",category.operations,operations,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,M-26-14 Appendix C: Collection Operations maturity benchmark,Determine whether required logging supports actionable alert coverage and documented detection tuning.,"Apply to the logging and detection objectives selected for the assessed system, mission, and threat environment.","Alert coverage meets the selected maturity target, tests are current, and tuning exceptions have owners and review dates.","Alerting exists but coverage, test evidence, or tuning governance is below the target.","Required alert objectives are not mapped, tested, or operationally monitored.",less_than_50,50_to_70,70_or_more,95_or_more_with_advanced_techniques
omb-m-26-14,OMB M-26-14,m26-14.data-retention,Data retention,retention,Measurement,"Verify that logs are searchable and retrievable for the applicable maturity target, with retention evidence separated from searchability evidence.",M-26-14 Appendix B and Appendix C: Data Retention,log_retention,index_retention; archive_policy; restore_test,hybrid,Document + Splunk tracking,"Review the retention policy and use technical evidence to prove searchable duration, retrievable duration, and a completed restore test.",category.retention,retention,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,M-26-14 Appendix B and Appendix C: Data Retention maturity benchmark,Determine whether logs meet the selected searchable and retrievable retention target and can be restored when required.,Apply to log stores and archives within the assessed system boundary; distinguish searchable retention from retrievable retention.,"The applicable maturity target is met, policy and index evidence agree, and a current restore or retrieval test is retained.","Retention exists but one duration, archive, restore test, or scope element is below target.","Required logs cannot be searched or retrieved for the applicable target, or no defensible retention evidence exists.",6_months_retrievable,12_months_retrievable,3_months_searchable_and_12_months_retrievable,6_months_searchable_and_12_months_retrievable
omb-m-26-14,OMB M-26-14,m26-14.log-management,Log management,management,Measurement,"Assess protection of logs in storage and transit, integrity verification, access controls, workload monitoring, and retirement approvals.",M-26-14 Appendix C: Log Management,log_management_maturity,encryption_configuration; access_review; integrity_check; retirement_record,hybrid,Document + Splunk tracking,"Review the log management policy and technical evidence for protection, integrity, access, monitoring, and retirement controls.",category.management,management,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,M-26-14 Appendix C: Log Management maturity benchmark,"Determine whether logs are protected, access-controlled, integrity-checked, monitored, and retired through approved gates.","Apply to log storage, transport, administration, monitoring, and retirement processes in the assessed boundary.","The selected maturity practices are implemented, current evidence covers each applicable area, and exceptions are approved.","Some practices operate, but one or more applicable protection, access, integrity, monitoring, or retirement areas remain incomplete.","Logs lack required protection or governance, or the organization cannot produce current operating evidence.",stored,encrypted_at_rest,encrypted_in_transit_and_at_rest_with_integrity_checks,just_in_time_access_and_two_gate_retirement
omb-m-26-14,OMB M-26-14,m26-14.minimum-baseline,Minimum baseline logging,baseline,Outcome,"Track whether logging supports identity, network addresses and sessions, object events, privilege changes, infrastructure changes, security tooling, indicators, anomalies, affected data, attack vectors, and automated alerts.","M-26-14 Appendix B, paragraphs 5(a)-5(k)",minimum_baseline_coverage,source_mapping; detection_mapping; alert_test,hybrid,Document + Splunk tracking,Review the Agency Logging Plan mapping and technical evidence for each applicable baseline logging objective.,category.baseline,baseline,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,"M-26-14 Appendix B, paragraphs 5(a)-5(k)",Determine whether the assessed system supports the applicable minimum baseline logging objectives.,"Apply the baseline objectives relevant to the system, data, mission, and threat environment; document approved exclusions.","Each applicable baseline objective has a source mapping, current evidence, and an owner for exceptions.","Most applicable objectives are supported but one or more mappings, tests, or evidence records are incomplete.",Applicable baseline objectives are not mapped or cannot be demonstrated with current evidence.,,,,
omb-m-26-14,OMB M-26-14,m26-14.cem,Continuous Event Monitoring,cem,Outcome,"Maintain logging and monitoring capabilities that support real-time network activity monitoring, anomaly flagging, and timely response.",M-26-14 Prioritization: Continuous Event Monitoring,,soc_workflow; alert_history; response_record,hybrid,Document + Splunk tracking,"Review the monitoring and response procedures, then inspect current alert, triage, escalation, and response evidence.",category.cem,cem,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,M-26-14 prioritization: Continuous Event Monitoring,"Determine whether monitoring supports timely detection, anomaly analysis, and response for the assessed environment.",Apply to monitoring capabilities and response workflows supporting the assessed system and mission.,"Current procedures and operating evidence demonstrate monitoring, analysis, escalation, and timely response.","Monitoring exists but analysis, escalation, response timing, or evidence freshness is inconsistent.",No reliable continuous monitoring or response evidence exists for the assessed environment.,,,,
omb-m-26-14,OMB M-26-14,m26-14.thirf,THIRF capability,thirf,Outcome,"Maintain hot and cold storage and the capability to retrieve and centralize logging data for threat hunting, investigation, response, and forensics.",M-26-14 Prioritization: THIRF,,retention_policy; restore_test; investigation_record; forensic_export,hybrid,Document + Splunk tracking,"Review retention and retrieval procedures, then inspect restore, threat-hunting, investigation, and forensic export evidence.",category.thirf,thirf,provisional,rollup,medium,"The memo and appendices establish risk-based logging, inventory visibility, collection, retention, operations, CEM, and THIRF capability areas.",approved_for_rollup,"The current rows summarize memo outcomes and maturity concepts; agency implementation must bind to the applicable Logging Reference Architecture, Agency Logging Plan, and source paragraphs.","Add paragraph-level citations, LRA version, agency plan fields, and maturity calculation evidence.","Memo paragraph, Appendix baseline, and maturity benchmark","Agency Logging Plan review plus inventory, collection, retention, and maturity measurements",Percentage of in-scope systems/assets meeting maturity benchmarks; reportable agency context required,Agency Logging Plan; LRA alignment; system inventory denominator; collection evidence; retention/restore evidence; maturity report,"A Splunk measurement is evidence toward agency reporting and does not replace agency plan, legal, or oversight obligations",Memo outcome rows are roll-up navigation until paragraph-level and maturity measurement content is loaded,M-26-14 prioritization: THIRF capability,"Determine whether hot and cold log storage can support threat hunting, investigation, response, and forensics.","Apply to the log stores, archives, retrieval paths, and investigation workflows within the assessed boundary.",Required data can be retrieved through tested paths and current evidence demonstrates investigation and forensic support.,"Retrieval works for some stores or use cases, but cold storage, restore testing, or forensic workflow evidence is incomplete.","Required logs cannot be retrieved in a timely, repeatable manner for investigation or forensics.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.govern,Govern,Govern,Outcome,"Establish and monitor cybersecurity risk strategy, expectations, policy, and accountability.",NIST CSF 2.0 Core: Govern,,risk_strategy; policy_register; governance_minutes,document,Document review,"Review the approved cybersecurity strategy, policy register, accountable owners, governance decisions, and review cadence. A policy without operating evidence is not a pass.",category.govern,Govern,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Govern and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.identify,Identify,Identify,Outcome,"Understand the organization, assets, risks, and dependencies that require cybersecurity management.",NIST CSF 2.0 Core: Identify,,asset_inventory; risk_register; business_context,hybrid,Document + Splunk tracking,"Review the risk and business context documents, then confirm asset and dependency coverage with current inventory evidence.",category.identify,Identify,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Identify and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.protect,Protect,Protect,Outcome,Use safeguards to manage cybersecurity risks and limit the impact of potential events.,NIST CSF 2.0 Core: Protect,,control_evidence; configuration_state; training_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.protect,Protect,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Protect and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.detect,Detect,Detect,Outcome,Find and analyze possible cybersecurity attacks and compromises in a timely manner.,NIST CSF 2.0 Core: Detect,,detection_inventory; alert_history; monitoring_review,technical,Splunk tracking,"Use Splunk tracking to show detection coverage, alert history, review activity, and unresolved monitoring gaps.",category.detect,Detect,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Detect and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.respond,Respond,Respond,Outcome,Take action regarding a detected cybersecurity incident.,NIST CSF 2.0 Core: Respond,,incident_record; response_plan; exercise_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.respond,Respond,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Respond and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-csf-2.0,NIST Cybersecurity Framework,csf.recover,Recover,Recover,Outcome,Restore assets and operations affected by a cybersecurity incident.,NIST CSF 2.0 Core: Recover,,recovery_plan; restore_test; lessons_learned,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.recover,Recover,provisional,rollup,high,"The NIST CSF 2.0 Core explicitly organizes outcomes under Govern, Identify, Protect, Detect, Respond, and Recover.",approved_for_rollup,"CSF Functions are high-level outcomes, not prescriptive controls or a pass/fail checklist. Organizational Profiles and informative references are needed for an assessment decision.","Add categories and subcategories, current/target profiles, tiers, and informative-reference provenance.",Category and Subcategory,Organizational profile; current/target profile comparison; informative references,Profile outcome status and target gap; CSF does not prescribe a universal pass score,Organizational profile; current and target outcomes; risk context; implementation evidence,CSF outcomes support risk communication and prioritization; a profile result is not certification,Function-level rows are roll-up navigation until Core Category/Subcategory content is loaded,NIST CSF 2.0 Core and Organizational Profiles,Determine the current outcome state for Recover and compare it with the organization’s documented target profile.,"Apply to the organization profile and the systems, mission, and risk context represented by it.",The current profile meets the documented target outcome and supporting evidence is current and attributable.,The outcome is partly implemented or the current profile has a documented gap against the target state.,"The outcome cannot be demonstrated, the profile is not defined, or the gap is unaddressed.",,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.access-control,Access Control,Access Control,Family,"Limit system access, control information flow, and enforce least privilege for CUI environments.","NIST SP 800-171 Rev. 3, Access Control",,access_review; configuration_state; identity_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.access-control,Access Control,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Access Control requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.awareness-training,Awareness and Training,Awareness and Training,Family,Ensure personnel receive role-appropriate security awareness and training.,"NIST SP 800-171 Rev. 3, Awareness and Training",,training_record; policy_register,document,Document review,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.awareness-and-training,Awareness and Training,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Awareness and Training requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.audit-accountability,Audit and Accountability,Audit and Accountability,Family,"Create, protect, review, and retain audit records for the CUI environment.","NIST SP 800-171 Rev. 3, Audit and Accountability",,audit_log; retention_policy; monitoring_review,technical,Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.audit-and-accountability,Audit and Accountability,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Audit and Accountability requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.configuration-management,Configuration Management,Configuration Management,Family,"Establish and monitor secure configurations, inventories, and change control.","NIST SP 800-171 Rev. 3, Configuration Management",,configuration_baseline; change_record; asset_inventory,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.configuration-management,Configuration Management,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Configuration Management requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.identification-authentication,Identification and Authentication,Identification and Authentication,Family,"Uniquely identify and authenticate users, devices, and processes.","NIST SP 800-171 Rev. 3, Identification and Authentication",,identity_record; mfa_report; authentication_log,technical,Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.identification-and-authentication,Identification and Authentication,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Identification and Authentication requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
nist-sp-800-171r3,NIST SP 800-171 Rev. 3,800171r3.incident-response,Incident Response,Incident Response,Family,"Prepare for, detect, report, analyze, contain, and recover from incidents.","NIST SP 800-171 Rev. 3, Incident Response",,incident_record; response_plan; alert_history,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.incident-response,Incident Response,provisional,rollup,medium,NIST SP 800-171 Rev. 3 provides requirement families for protecting CUI in nonfederal systems.,approved_for_rollup,Family rows are not requirement-level determinations and must not be silently treated as CMMC or contract compliance.,"Load requirement identifiers, assessment objectives, organization-defined parameters, CUI scope, and applicable contract rules.","Requirement family, requirement, and assessment objective","NIST SP 800-171A assessment objectives using examine, interview, and test evidence",Organization or contract-defined determination model; CUI scope and POA&M rules apply where invoked,System security plan; CUI flow; control evidence; assessment results; plans of action; organization-defined parameters,Family rows are foundational navigation and do not replace requirement-level assessment or CMMC/contract obligations,Rows require requirement-level content and explicit CUI system scope before an assessment conclusion,NIST SP 800-171 Rev. 3 and applicable SP 800-171A assessment procedures,Determine whether the Incident Response requirement family is implemented for the defined CUI system and organizational environment using the applicable assessment objectives.,"Apply to nonfederal systems that process, store, or transmit CUI and to the defined assessment scope, SSP, system security plan boundary, and organization-defined parameters.","Applicable Rev. 3 requirements and assessment objectives are satisfied with current examine, interview, or test evidence and documented scope.","Some objectives are satisfied, but evidence, scope, parameters, implementation, or remediation remains incomplete.",Applicable requirements are not implemented or cannot be demonstrated for the defined CUI environment.,,,,
